"","SITECODE","LCODE","SDATE","Q1","Q2","ALKY","SODIUM","SO4S","TOTALN","ALUMINIUM","CALCIUM","CHLORIDE","CONDY","DOC","IRON","MAGNESIUM","NH4N","NO3N","PH","PHAQCS","PHAQCU","PO4P","POTASSIUM","MINTMP","MAXTMP","DEPTH","SPAWNDATE","SURFAREA","PERCDEAD","NEWMASS","HATCHDATE","CONGDATE","PH1","PH2","PH3","LEAVEDATE","Q3","TOTALP","COLOUR","PH4","PH5","PH6","Q4","survey_yearday","survey_year","spawn_yearday","spawn_year","hatch_yearday","hatch_year","cong_yearday","cong_year","leave_yearday","leave_year","nh4n_numeric","no3n_numeric","surfarea_numeric","percdead_numeric"
"3672","T04",5,"23-May-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.4","21.1","119",NA,"0","0","0",NA,NA,"6.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"3673","T04",6,"23-May-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.6","19.3","106",NA,"0","0","0",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"3674","T02",2,"24-May-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","26","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3675","T04",5,"30-May-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23.2",NA,NA,"0","0","0",NA,NA,"7.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"3676","T11",1,"30-May-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30-May-12",NA,NA,NA,NA,NA,NA,NA,150,2012,NA,NA,NA,NA,NA,NA,150,2012,NA,NA,NA,NA
"3677","T04",6,"30-May-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.3","21.9","96.8",NA,"0","0","0",NA,NA,"4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"3678","T02",2,"31-May-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","27","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3679","T04",6,"06-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.3","15.8","101",NA,"0","0","0",NA,NA,"4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"3680","T04",5,"06-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.2","17.3","98",NA,"0","0","0",NA,NA,"6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"3681","T02",2,"07-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","18","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3682","T04",5,"13-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9","16.4","127",NA,NA,NA,NA,NA,NA,"6.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3683","T04",6,"13-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2","16","107",NA,NA,NA,NA,NA,NA,"4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3684","T02",2,"14-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","18","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3685","T02",2,"19-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","19","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3686","T04",6,"20-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.9","17.3","107.5",NA,NA,NA,NA,NA,NA,"4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3687","T04",5,"20-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2","17.1","125",NA,NA,NA,NA,NA,NA,"6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3688","T04",6,"27-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.6","15.4",NA,NA,NA,NA,NA,NA,NA,"4.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689","T04",5,"27-Jun-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1","15.8","130.5",NA,NA,NA,NA,NA,NA,"6.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690","T04",6,"04-Jul-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.3","15.8","108",NA,NA,NA,NA,NA,NA,"4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3691","T04",5,"04-Jul-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","16.9","133",NA,NA,NA,NA,NA,NA,"6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3692","T04",6,"11-Jul-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.8","17.3","109",NA,NA,NA,NA,NA,NA,"4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3693","T04",5,"11-Jul-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.2","18.3","128",NA,NA,NA,NA,NA,NA,"6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3694","T04",6,"18-Jul-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.6","16.2","110",NA,NA,NA,NA,NA,NA,"4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3695","T04",5,"18-Jul-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.9","17.3","128",NA,NA,NA,NA,NA,NA,"6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3696","T04",5,"25-Jul-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.4","18.4","121",NA,NA,NA,NA,NA,NA,"6.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3697","T04",6,"25-Jul-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.3","17.4","108",NA,NA,NA,NA,NA,NA,"4.5",NA,NA,"25-Jul-12",NA,NA,NA,NA,NA,NA,NA,206,2012,NA,NA,NA,NA,NA,NA,206,2012,NA,NA,NA,NA
"3698","T04",6,"01-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9","16.9","108.5",NA,NA,NA,NA,NA,NA,"4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3699","T04",5,"01-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.6","18.5","128.5",NA,NA,NA,NA,NA,NA,"6.5",NA,NA,"01-Aug-12",NA,NA,NA,NA,NA,NA,NA,213,2012,NA,NA,NA,NA,NA,NA,213,2012,NA,NA,NA,NA
"3700","T04",5,"08-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.6","18","125",NA,NA,NA,NA,NA,NA,"6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3701","T04",6,"08-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.4","17.3","100",NA,NA,NA,NA,NA,NA,"4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3702","T04",6,"15-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.3","17.8","103",NA,NA,NA,NA,NA,NA,"4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3703","T04",5,"15-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","20.3","114",NA,NA,NA,NA,NA,NA,"6.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704","T04",6,"22-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.6","16.4","108",NA,NA,NA,NA,NA,NA,"4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3705","T04",5,"22-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.8","17.1","128",NA,NA,NA,NA,NA,NA,"6.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3706","T04",5,"29-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.4","15.9",NA,NA,NA,NA,NA,NA,NA,"6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3707","T04",6,"29-Aug-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.4","15.7","115",NA,NA,NA,NA,NA,NA,"4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3708","T04",6,"05-Sep-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.3","16.5","106",NA,NA,NA,NA,NA,NA,"4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3709","T04",5,"05-Sep-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.9","17.5","121.5",NA,NA,NA,NA,NA,NA,"6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710","T04",5,"12-Sep-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6","17.4",NA,NA,NA,NA,NA,NA,NA,"6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3711","T04",6,"12-Sep-12","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5","14","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3712","T04",5,"29-Sep-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713","T04",5,"03-Oct-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3714","T04",5,"10-Oct-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3715","T05",1,"01-Jan-13","175","177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"999",NA,NA,NA,NA,NA,NA,0,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716","T04",5,"01-Jan-13","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3717","T04",6,"01-Jan-13","175","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3718","T02",2,"01-Jan-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3719","T05",1,"30-Jan-13","175",NA,"15.96","3.851","0","1.059","0.074","2.5","5.05","53.1",NA,"0.508","1.889","0.019","0.039","6","5.61","5.66","0.004","3.407","7.3","9.2","15","30-Jan-13","2.3","0","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2013,29,2013,NA,NA,NA,NA,NA,NA,0.019,0.039,2.3,0
"3720","T10",1,"30-Jan-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30-Jan-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2013,NA,NA,NA,NA,29,2013,NA,NA,NA,NA,NA,NA
"3721","T05",1,"01-Feb-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"3","0","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
"3722","T05",1,"04-Feb-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"3.5","0","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0
"3723","T05",1,"06-Feb-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"3.7","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,2
"3724","T05",1,"13-Feb-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"3.9","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,2
"3725","T05",1,"15-Feb-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"3.9","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,2
"3726","T05",1,"18-Feb-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.4","2","12","18-Feb-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2013,NA,NA,48,2013,NA,NA,NA,NA,NA,NA,4.4,2
"3727","T05",1,"20-Feb-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"3728","T05",1,"22-Feb-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3729","T05",1,"25-Feb-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3730","T10",1,"27-Feb-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2",NA,"20","27-Feb-13","0.8","0","73",NA,NA,"8.5","8.3","8.8",NA,NA,NA,NA,NA,NA,NA,NA,57,2013,57,2013,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0
"3731","T05",1,"27-Feb-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3732","T02",2,"27-Feb-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3733","T10",1,"01-Mar-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.1",NA,"18",NA,"1","1","100",NA,NA,"8.3","8.2","8.4",NA,NA,NA,NA,NA,NA,NA,NA,59,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"3734","T10",1,"06-Mar-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.8","6.1","18",NA,"1.2","1","120",NA,NA,"8.4","8.1","8",NA,NA,NA,NA,NA,NA,NA,NA,64,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1
"3735","T05",1,"06-Mar-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3736","T10",1,"11-Mar-13","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3737","T05",1,"12-Mar-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3738","T10",1,"13-Mar-13","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3739","T05",1,"20-Mar-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3740","T05",1,"26-Mar-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3741","T10",1,"27-Mar-13","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3742","T10",1,"03-Apr-13","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3743","T05",1,"03-Apr-13","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3744","T02",2,"15-Apr-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","15-Apr-13","0.1","0","1",NA,"15-Apr-13","4.7","5.3","4.7",NA,NA,NA,NA,NA,NA,NA,NA,104,2013,104,2013,NA,NA,104,2013,NA,NA,NA,NA,0.1,0
"3745","T02",2,"16-Apr-13",NA,NA,"0","6.44","0.828","0.38","0.144","1.42","13.78","68.6","3.9","0","1.045","0.05","0.139","4.7",NA,NA,"0","0.8",NA,NA,NA,NA,"0.3","0","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,2013,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.139,0.3,0
"3746","T10",1,"17-Apr-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,"8.6","8.2","8.2",NA,NA,NA,NA,NA,NA,NA,NA,106,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
